state,month,year,dem_percentage,gop_percentage,winner,margin
TN,May,2020,36.0,53.0,R,17.0
TN,Jan,2020,39.0,55.0,R,16.0
TX,Nov,2020,47.0,51.0,R,4.0
TX,Nov,2020,47.0,51.0,R,4.0
TX,Nov,2020,49.0,48.0,D,1.0
TX,Oct,2020,47.0,50.0,R,3.0
TX,Oct,2020,48.0,49.0,R,1.0
TX,Oct,2020,48.0,48.0,E,0.0
TX,Oct,2020,50.0,48.0,D,2.0
TX,Oct,2020,45.0,50.0,R,5.0
TX,Oct,2020,46.0,50.0,R,4.0
TX,Oct,2020,48.0,48.0,E,0.0
TX,Oct,2020,44.0,52.0,R,8.0
TX,Oct,2020,47.0,51.0,R,4.0
TX,Oct,2020,48.0,49.0,R,1.0
TX,Oct,2020,47.0,48.0,R,1.0
TX,Oct,2020,49.0,48.0,D,1.0
TX,Oct,2020,43.0,47.0,R,4.0
TX,Oct,2020,46.0,49.0,R,3.0
TX,Oct,2020,49.0,45.0,D,4.0
TX,Oct,2020,45.0,50.0,R,5.0
TX,Oct,2020,49.0,47.0,D,2.0
TX,Oct,2020,48.0,47.0,D,1.0
TX,Oct,2020,47.0,47.0,E,0.0
TX,Oct,2020,47.0,46.0,D,1.0
TX,Oct,2020,47.0,49.0,R,2.0
TX,Oct,2020,48.0,48.0,E,0.0
TX,Oct,2020,47.0,49.0,R,2.0
TX,Oct,2020,46.0,49.0,R,3.0
TX,Oct,2020,44.0,51.0,R,7.0
TX,Oct,2020,48.0,48.0,E,0.0
TX,Oct,2020,47.0,45.0,D,2.0
TX,Oct,2020,45.0,50.0,R,5.0
TX,Oct,2020,49.0,49.0,E,0.0
TX,Sep,2020,46.0,52.0,R,6.0
TX,Sep,2020,47.0,49.0,R,2.0
TX,Sep,2020,47.0,48.0,R,1.0
TX,Sep,2020,48.0,48.0,E,0.0
TX,Sep,2020,46.0,49.0,R,3.0
TX,Sep,2020,46.0,50.0,R,4.0
TX,Sep,2020,45.0,47.0,R,2.0
TX,Sep,2020,43.0,46.0,R,3.0
TX,Sep,2020,45.0,50.0,R,5.0
TX,Sep,2020,46.0,48.0,R,2.0
TX,Sep,2020,47.0,47.0,E,0.0
TX,Sep,2020,46.0,46.0,E,0.0
TX,Sep,2020,47.0,48.0,R,1.0
TX,Sep,2020,47.0,49.0,R,2.0
TX,Aug,2020,46.0,52.0,R,6.0
TX,Aug,2020,47.0,48.0,R,1.0
TX,Aug,2020,48.0,44.0,D,4.0
TX,Aug,2020,48.0,45.0,D,3.0
TX,Aug,2020,48.0,47.0,D,1.0
TX,Aug,2020,47.0,48.0,R,1.0
TX,Aug,2020,46.0,47.0,R,1.0
TX,Aug,2020,47.0,45.0,D,2.0
TX,Aug,2020,41.0,48.0,R,7.0
TX,Aug,2020,44.0,50.0,R,6.0
TX,Aug,2020,43.0,49.0,R,6.0
TX,Aug,2020,46.0,47.0,R,1.0
TX,Aug,2020,47.0,46.0,D,1.0
TX,Jul,2020,46.0,52.0,R,6.0
TX,Jul,2020,47.0,45.0,D,2.0
TX,Jul,2020,47.0,45.0,D,2.0
TX,Jul,2020,45.0,49.0,R,4.0
TX,Jul,2020,45.0,44.0,D,1.0
TX,Jul,2020,46.0,46.0,E,0.0
TX,Jul,2020,45.0,46.0,R,1.0
TX,Jul,2020,44.0,46.0,R,2.0
TX,Jul,2020,48.0,43.0,D,5.0
TX,Jul,2020,45.0,46.0,R,1.0
TX,Jun,2020,46.0,51.0,R,5.0
TX,Jun,2020,44.0,48.0,R,4.0
TX,Jun,2020,48.0,46.0,D,2.0
TX,Jun,2020,44.0,47.0,R,3.0
TX,Jun,2020,45.0,44.0,D,1.0
TX,Jun,2020,46.0,48.0,R,2.0
TX,Jun,2020,45.0,48.0,R,3.0
TX,Jun,2020,43.0,48.0,R,5.0
TX,Jun,2020,48.0,48.0,E,0.0
TX,Jun,2020,43.0,44.0,R,1.0
TX,May,2020,43.0,50.0,R,7.0
TX,May,2020,42.0,50.0,R,8.0
TX,May,2020,43.0,49.0,R,6.0
TX,May,2020,48.0,52.0,R,4.0
TX,Apr,2020,47.0,46.0,D,1.0
TX,Apr,2020,43.0,43.0,E,0.0
TX,Apr,2020,44.0,49.0,R,5.0
TX,Mar,2020,43.0,47.0,R,4.0
TX,Feb,2020,45.0,49.0,R,4.0
TX,Feb,2020,48.0,47.0,D,1.0
TX,Feb,2020,46.0,43.0,D,3.0
TX,Feb,2020,44.0,45.0,R,1.0
TX,Feb,2020,44.0,47.0,R,3.0
TX,Jan,2020,44.0,46.0,R,2.0
TX,Jan,2020,40.0,54.0,R,14.0
TX,Jan,2020,46.0,51.0,R,5.0
TX,Dec,2019,47.0,48.0,R,1.0
TX,Nov,2019,44.0,45.0,R,1.0
TX,Nov,2019,39.0,45.0,R,6.0
TX,Oct,2019,39.0,46.0,R,7.0
TX,Sep,2019,40.0,38.0,D,2.0
TX,Sep,2019,47.0,43.0,D,4.0
TX,Aug,2019,43.0,43.0,E,0.0
TX,Aug,2019,41.0,37.0,D,4.0
TX,Aug,2019,51.0,49.0,D,2.0
TX,Jul,2019,37.0,37.0,E,0.0
TX,Jun,2019,48.0,44.0,D,4.0
TX,Apr,2019,42.0,49.0,R,7.0
TX,Apr,2019,51.0,50.0,D,1.0
TX,Feb,2019,46.0,47.0,R,1.0
TX,Feb,2019,46.0,49.0,R,3.0
UT,Nov,2020,43.0,55.0,R,12.0
UT,Oct,2020,43.0,55.0,R,12.0
UT,Oct,2020,44.0,51.0,R,7.0
UT,Oct,2020,38.0,50.0,R,12.0
UT,Oct,2020,40.0,50.0,R,10.0
UT,Sep,2020,42.0,56.0,R,14.0
UT,Sep,2020,35.0,53.0,R,18.0
UT,Aug,2020,41.0,57.0,R,16.0
UT,Aug,2020,31.0,50.0,R,19.0
UT,Jul,2020,40.0,58.0,R,18.0
UT,Jun,2020,41.0,57.0,R,16.0
UT,May,2020,41.0,44.0,R,3.0
UT,Apr,2020,32.0,51.0,R,19.0
UT,Mar,2020,41.0,46.0,R,5.0
UT,Mar,2020,33.0,50.0,R,17.0
UT,Jan,2020,31.0,49.0,R,18.0
UT,Aug,2019,35.0,36.0,R,1.0
VT,Nov,2020,71.0,26.0,D,45.0
VT,Oct,2020,62.0,32.0,D,30.0
VT,Oct,2020,69.0,29.0,D,40.0
VT,Sep,2020,64.0,34.0,D,30.0
VT,Sep,2020,56.0,32.0,D,24.0
VT,Aug,2020,70.0,29.0,D,41.0
VT,Jul,2020,71.0,27.0,D,44.0
VT,Jun,2020,75.0,20.0,D,55.0
VA,Nov,2020,57.0,41.0,D,16.0
VA,Nov,2020,59.0,39.0,D,20.0
VA,Nov,2020,54.0,43.0,D,11.0
VA,Oct,2020,53.0,42.0,D,11.0
VA,Oct,2020,55.0,43.0,D,12.0
VA,Oct,2020,53.0,41.0,D,12.0
VA,Oct,2020,55.0,44.0,D,11.0
VA,Oct,2020,51.0,39.0,D,12.0
VA,Oct,2020,52.0,41.0,D,11.0
VA,Oct,2020,55.0,42.0,D,13.0
VA,Oct,2020,54.0,39.0,D,15.0
VA,Oct,2020,55.0,43.0,D,12.0
VA,Oct,2020,51.0,42.0,D,9.0
VA,Sep,2020,56.0,42.0,D,14.0
VA,Sep,2020,52.0,41.0,D,11.0
VA,Sep,2020,48.0,43.0,D,5.0
VA,Sep,2020,52.0,39.0,D,13.0
VA,Aug,2020,57.0,41.0,D,16.0
VA,Aug,2020,53.0,39.0,D,14.0
VA,Jul,2020,55.0,43.0,D,12.0
VA,Jul,2020,52.0,41.0,D,11.0
VA,Jul,2020,50.0,39.0,D,11.0
VA,Jun,2020,57.0,42.0,D,15.0
VA,May,2020,52.0,42.0,D,10.0
VA,May,2020,51.0,39.0,D,12.0
VA,Apr,2020,51.0,41.0,D,10.0
VA,Feb,2020,45.0,38.0,D,7.0
VA,Feb,2020,48.0,40.0,D,8.0
VA,Dec,2019,49.0,45.0,D,4.0
VA,Dec,2019,49.0,46.0,D,3.0
VA,Oct,2019,52.0,44.0,D,8.0
VA,Sep,2019,55.0,37.0,D,18.0
WA,Nov,2020,62.0,35.0,D,27.0
WA,Nov,2020,59.0,39.0,D,20.0
WA,Oct,2020,62.0,36.0,D,26.0
WA,Oct,2020,60.0,37.0,D,23.0
WA,Oct,2020,55.0,34.0,D,21.0
WA,Sep,2020,64.0,35.0,D,29.0
WA,Sep,2020,58.0,36.0,D,22.0
WA,Aug,2020,61.0,37.0,D,24.0
WA,Jul,2020,62.0,37.0,D,25.0
WA,Jul,2020,62.0,28.0,D,34.0
WA,Jun,2020,62.0,36.0,D,26.0
WA,May,2020,59.0,37.0,D,22.0
WA,May,2020,57.0,31.0,D,26.0
WA,Apr,2020,52.0,39.0,D,13.0
WA,Mar,2020,57.0,34.0,D,23.0
WA,Oct,2019,59.0,37.0,D,22.0
WA,Aug,2019,52.0,31.0,D,21.0
WV,Nov,2020,32.0,67.0,R,35.0
WV,Oct,2020,32.0,66.0,R,34.0
WV,Oct,2020,38.0,58.0,R,20.0
WV,Oct,2020,39.0,53.0,R,14.0
WV,Sep,2020,38.0,56.0,R,18.0
WV,Sep,2020,36.0,62.0,R,26.0
WV,Aug,2020,32.0,65.0,R,33.0
WV,Jul,2020,32.0,67.0,R,35.0
WV,Jun,2020,27.0,72.0,R,45.0
WV,Jan,2020,31.0,66.0,R,35.0
WI,Nov,2020,54.0,44.0,D,10.0
WI,Nov,2020,54.0,45.0,D,9.0
WI,Nov,2020,53.0,45.0,D,8.0
WI,Nov,2020,51.0,47.0,D,4.0
WI,Nov,2020,55.0,45.0,D,10.0
WI,Nov,2020,53.0,43.0,D,10.0
WI,Nov,2020,53.0,43.0,D,10.0
WI,Nov,2020,53.0,45.0,D,8.0
WI,Oct,2020,51.0,49.0,D,2.0
WI,Oct,2020,49.0,46.0,D,3.0
WI,Oct,2020,54.0,41.0,D,13.0
WI,Oct,2020,52.0,45.0,D,7.0
WI,Oct,2020,49.0,50.0,R,1.0
WI,Oct,2020,52.0,44.0,D,8.0
WI,Oct,2020,52.0,41.0,D,11.0
WI,Oct,2020,53.0,41.0,D,12.0
WI,Oct,2020,55.0,43.0,D,12.0
WI,Oct,2020,54.0,45.0,D,9.0
WI,Oct,2020,53.0,44.0,D,9.0
WI,Oct,2020,53.0,44.0,D,9.0
WI,Oct,2020,47.0,47.0,E,0.0
WI,Oct,2020,48.0,43.0,D,5.0
WI,Oct,2020,57.0,40.0,D,17.0
WI,Oct,2020,54.0,43.0,D,11.0
WI,Oct,2020,53.0,44.0,D,9.0
WI,Oct,2020,49.0,44.0,D,5.0
WI,Oct,2020,50.0,44.0,D,6.0
WI,Oct,2020,52.0,42.0,D,10.0
WI,Oct,2020,48.0,45.0,D,3.0
WI,Oct,2020,54.0,42.0,D,12.0
WI,Oct,2020,45.0,45.0,E,0.0
WI,Oct,2020,52.0,44.0,D,8.0
WI,Oct,2020,50.0,45.0,D,5.0
WI,Oct,2020,51.0,45.0,D,6.0
WI,Oct,2020,51.0,43.0,D,8.0
WI,Oct,2020,48.0,46.0,D,2.0
WI,Oct,2020,50.0,45.0,D,5.0
WI,Oct,2020,47.0,45.0,D,2.0
WI,Oct,2020,53.0,40.0,D,13.0
WI,Oct,2020,53.0,43.0,D,10.0
WI,Oct,2020,53.0,45.0,D,8.0
WI,Oct,2020,51.0,41.0,D,10.0
WI,Oct,2020,51.0,45.0,D,6.0
WI,Oct,2020,51.0,44.0,D,7.0
WI,Oct,2020,51.0,44.0,D,7.0
WI,Oct,2020,49.0,45.0,D,4.0
WI,Oct,2020,49.0,43.0,D,6.0
WI,Oct,2020,51.0,41.0,D,10.0
WI,Oct,2020,50.0,44.0,D,6.0
WI,Oct,2020,51.0,44.0,D,7.0
WI,Oct,2020,46.0,41.0,D,5.0
WI,Oct,2020,47.0,42.0,D,5.0
WI,Sep,2020,53.0,44.0,D,9.0
WI,Sep,2020,47.0,44.0,D,3.0
WI,Sep,2020,48.0,43.0,D,5.0
WI,Sep,2020,48.0,46.0,D,2.0
WI,Sep,2020,48.0,45.0,D,3.0
WI,Sep,2020,54.0,44.0,D,10.0
WI,Sep,2020,50.0,41.0,D,9.0
WI,Sep,2020,50.0,46.0,D,4.0
WI,Sep,2020,51.0,42.0,D,9.0
WI,Sep,2020,51.0,44.0,D,7.0
WI,Sep,2020,47.0,41.0,D,6.0
WI,Sep,2020,48.0,43.0,D,5.0
WI,Sep,2020,51.0,42.0,D,9.0
WI,Sep,2020,51.0,44.0,D,7.0
WI,Sep,2020,51.0,42.0,D,9.0
WI,Sep,2020,52.0,42.0,D,10.0
WI,Sep,2020,52.0,46.0,D,6.0
WI,Sep,2020,48.0,43.0,D,5.0
WI,Sep,2020,52.0,45.0,D,7.0
WI,Sep,2020,50.0,45.0,D,5.0
WI,Sep,2020,50.0,44.0,D,6.0
WI,Sep,2020,50.0,44.0,D,6.0
WI,Sep,2020,50.0,44.0,D,6.0
WI,Sep,2020,50.0,41.0,D,9.0
WI,Sep,2020,48.0,44.0,D,4.0
WI,Sep,2020,51.0,43.0,D,8.0
WI,Sep,2020,50.0,42.0,D,8.0
WI,Sep,2020,49.0,41.0,D,8.0
WI,Aug,2020,48.0,49.0,R,1.0
WI,Aug,2020,53.0,40.0,D,13.0
WI,Aug,2020,52.0,42.0,D,10.0
WI,Aug,2020,49.0,44.0,D,5.0
WI,Aug,2020,45.0,46.0,R,1.0
WI,Aug,2020,52.0,44.0,D,8.0
WI,Aug,2020,49.0,40.0,D,9.0
WI,Aug,2020,51.0,45.0,D,6.0
WI,Aug,2020,49.0,43.0,D,6.0
WI,Aug,2020,50.0,43.0,D,7.0
WI,Aug,2020,47.0,43.0,D,4.0
WI,Aug,2020,50.0,46.0,D,4.0
WI,Aug,2020,48.0,42.0,D,6.0
WI,Aug,2020,55.0,43.0,D,12.0
WI,Aug,2020,49.0,43.0,D,6.0
WI,Aug,2020,47.0,47.0,E,0.0
WI,Aug,2020,51.0,41.0,D,10.0
WI,Jul,2020,53.0,42.0,D,11.0
WI,Jul,2020,50.0,48.0,D,2.0
WI,Jul,2020,52.0,38.0,D,14.0
WI,Jul,2020,48.0,43.0,D,5.0
WI,Jul,2020,45.0,35.0,D,10.0
WI,Jul,2020,49.0,44.0,D,5.0
WI,Jul,2020,50.0,42.0,D,8.0
WI,Jul,2020,51.0,42.0,D,9.0
WI,Jul,2020,46.0,45.0,D,1.0
WI,Jul,2020,50.0,41.0,D,9.0
WI,Jul,2020,48.0,42.0,D,6.0
WI,Jul,2020,50.0,44.0,D,6.0
WI,Jun,2020,51.0,47.0,D,4.0
WI,Jun,2020,51.0,43.0,D,8.0
WI,Jun,2020,45.0,46.0,R,1.0
WI,Jun,2020,45.0,44.0,D,1.0
WI,Jun,2020,50.0,44.0,D,6.0
WI,Jun,2020,45.0,36.0,D,9.0
WI,Jun,2020,52.0,44.0,D,8.0
WI,Jun,2020,55.0,39.0,D,16.0
WI,Jun,2020,49.0,38.0,D,11.0
WI,Jun,2020,49.0,44.0,D,5.0
WI,Jun,2020,48.0,44.0,D,4.0
WI,Jun,2020,48.0,44.0,D,4.0
WI,Jun,2020,49.0,40.0,D,9.0
WI,May,2020,45.0,45.0,E,0.0
WI,May,2020,48.0,44.0,D,4.0
WI,May,2020,49.0,42.0,D,7.0
WI,May,2020,48.0,38.0,D,10.0
WI,May,2020,51.0,42.0,D,9.0
WI,May,2020,49.0,45.0,D,4.0
WI,May,2020,49.0,43.0,D,6.0
WI,Apr,2020,50.0,45.0,D,5.0
WI,Apr,2020,43.0,40.0,D,3.0
WI,Apr,2020,50.0,45.0,D,5.0
WI,Apr,2020,48.0,47.0,D,1.0
WI,Mar,2020,48.0,45.0,D,3.0
WI,Mar,2020,45.0,45.0,E,0.0
WI,Mar,2020,45.0,49.0,R,4.0
WI,Mar,2020,45.0,49.0,R,4.0
WI,Mar,2020,48.0,45.0,D,3.0
WI,Mar,2020,44.0,42.0,D,2.0
WI,Mar,2020,43.0,45.0,R,2.0
WI,Feb,2020,46.0,46.0,E,0.0
WI,Feb,2020,45.0,43.0,D,2.0
WI,Feb,2020,42.0,49.0,R,7.0
WI,Feb,2020,42.0,44.0,R,2.0
WI,Jan,2020,47.0,46.0,D,1.0
WI,Jan,2020,48.0,47.0,D,1.0
WI,Jan,2020,46.0,41.0,D,5.0
WI,Dec,2019,49.0,47.0,D,2.0
WI,Dec,2019,39.0,48.0,R,9.0
WI,Nov,2019,45.0,48.0,R,3.0
WI,Oct,2019,46.0,44.0,D,2.0
WI,Oct,2019,51.0,44.0,D,7.0
WI,Oct,2019,48.0,39.0,D,9.0
WI,Sep,2019,44.0,42.0,D,2.0
WI,Aug,2019,51.0,44.0,D,7.0
WI,Jun,2019,46.0,40.0,D,6.0
WI,Apr,2019,42.0,46.0,R,4.0
WI,Apr,2019,50.0,40.0,D,10.0
WI,Mar,2019,53.0,40.0,D,13.0
WI,Mar,2019,54.0,46.0,D,8.0
WY,Nov,2020,33.0,66.0,R,33.0
WY,Oct,2020,31.0,59.0,R,28.0
WY,Oct,2020,31.0,68.0,R,37.0
WY,Sep,2020,34.0,65.0,R,31.0
WY,Aug,2020,25.0,74.0,R,49.0
WY,Jul,2020,28.0,70.0,R,42.0
WY,Jun,2020,22.0,78.0,R,56.0
